30-9-2013 14:9:38.527	I : Log file <D:\JSW-SMS-3\SMC\source\Tools\Simulator\Simulator\Executable\SimLog\> deleted.;  FILE: .\CLogWriterWrapper.cpp; FUNCTION: CLogWriterWrapper::removeNeedlessLogFiles; LINE: 77; .NET Output: ->Void removeNeedlessLogFiles()->Void initViewComponent()->Void initComponent()
30-9-2013 14:9:39.542	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.542	I : Telcom_In->LFL230 Cooling Water; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.542	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.542	I : Telcom_In->LFL240 LF Level 1Parameter; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.558	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.558	I : Telcom_In->LFL260 Material Handling Report; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.573	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.573	I : Telcom_In->LFL261 Material Availability; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.573	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.573	I : Telcom_In->LFL270 Liquid Material Handling Report; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.573	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.573	I : Telcom_In->LFL281 Treatment Steps; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.573	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.573	I : Telcom_In->L2SY00 For acknowledge, send to SCY; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.573	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.573	I : Telcom_In->SYL291 Watchdog to Level 2; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.589	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.589	I : Telcom_In->SYL292 Scrap Container Loading Results; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.589	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.589	I : Telcom_In->SYL293 Request for Download of Scrap Loading Instructions; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.589	I : Verctor - list of telegram (re)buildet.; FILE: ctlgcontainer.h; FUNCTION: BuildIndex; LINE: 175
30-9-2013 14:9:39.589	I : Telcom_In->SYL295 Request for Download of Available Scrap Materials; FILE: cxmltlgprototypereader.cpp; FUNCTION: readOneTelegram; LINE: 219
30-9-2013 14:9:39.636	I :      99  Telegrams found;  FILE: .\Form1.cpp; FUNCTION: simulator::Form1::loadInterface; LINE: 1173; .NET Output: ->Int32 loadInterface(System.String)->Void loadInterfaces()->Void initViewComponent()
30-9-2013 14:9:39.636	I : All telegram objects removed.; FILE: ctlgcontainer.h; FUNCTION: freeTlg; LINE: 161
30-9-2013 14:21:24.193	I : Client IPEndPoint created;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::buildConnection; LINE: 35; .NET Output: ->Int32 buildConnection(System.String, Int32)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
30-9-2013 14:21:24.193	I : Receive thread (checks server connection) started;  FILE: .\CInterSenderManager.cpp; FUNCTION: CInterSenderManager::InvokeReceiveThread; LINE: 93; .NET Output: ->Void InvokeReceiveThread(Boolean)->Int32 buildConnAsClient()->Int32 buildConnection(Int32)
30-9-2013 14:21:24.209	I : Connecting to: IP-Addres: 10.182.50.108 Port: 18510;  FILE: .\CSocketConnectionForm.cpp; FUNCTION: simulator::CSocketConnectionForm::OnClickButtConnection; LINE: 131; .NET Output: ->Void OnClickButtConnection(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)->Void OnClick(System.EventArgs)
30-9-2013 14:21:24.240	I : Start thread for waiting connection;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waitingForConnection; LINE: 66; .NET Output: ->Void waitingForConnection(Int32)->Void waitingForConnection()->Void OnClickButtConnection(System.Object, System.EventArgs)
30-9-2013 14:21:24.272	I : Client connected;  FILE: .\CSocketClient.cpp; FUNCTION: CSocketClient::waiting; LINE: 102; .NET Output: ->Void waiting()->Void ThreadStart_Context(System.Object)->Void Run(System.Threading.ExecutionContext, System.Threading.ContextCallback, System.Object)
30-9-2013 14:22:10.430	I : Load:  D:\JSW-SMS-3\SMC\source\Tools\Simulator\Simulator\Executable\LF_Simulater.szn;  FILE: .\CSenderForm.cpp; FUNCTION: simulator::CSenderForm::loadSzenarium; LINE: 507; .NET Output: ->Void loadSzenarium(System.String)->Void OnMenuFileSzenOpenClick(System.Object, System.EventArgs)->Void OnClick(System.EventArgs)
30-9-2013 14:22:10.508	I : All telegrams in szenario removed;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::clearSzenarium; LINE: 562; .NET Output: ->Void clearSzenarium()->Void loadSzenarium(System.String, System.Collections.ArrayList)->Void loadSzenarium(System.String)
30-9-2013 14:22:10.586	W : Id value of LFL201 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.648	W : Id value of LFL220 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.664	W : Id value of LFL240 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.680	W : Id value of LFL221 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.711	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.742	W : Id value of LFL261 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.773	W : Id value of LFL204 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.789	W : Id value of LFL224 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.805	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.805	W : Id value of LFL225 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.820	W : Id value of LFL224 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.820	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.836	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.836	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.851	W : Id value of LFL281 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.851	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.867	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.883	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.883	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.898	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.898	W : Id value of LFL225 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.914	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.914	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.930	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.945	W : Id value of LFL224 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.945	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.961	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.976	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.992	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:10.992	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.8	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.8	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.86	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.102	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.117	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.133	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.148	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.148	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.164	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.164	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.180	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.195	W : Id value of LFL260 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.211	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.211	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.227	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.242	W : Id value of LFL223 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.242	W : Id value of LFL226 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.258	W : Id value of LFL209 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.258	W : Id value of LFL211 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.273	W : Id value of LFL281 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.289	W : Id value of LFL205 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.305	W : Id value of LFL222 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.320	W : Id value of LFL221 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.320	W : Id value of LFL270 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.336	W : Id value of LFL205 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:22:11.336	W : Id value of LFL221 from interface configuration and from szenario file are not identity;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::CompareConfigIdWithFileId; LINE: 1428; .NET Output: ->Void CompareConfigIdWithFileId(CItemWrapper, CInterConfigWrapper)->Int32 addToSzenarium(CItemWrapper, Double)->Void loadSzenarium(System.String, System.Collections.ArrayList)
30-9-2013 14:24:2.371	I : All telegrams in szenario removed;  FILE: .\CSzenarium.cpp; FUNCTION: CSzenarium::clearSzenarium; LINE: 562; .NET Output: ->Void clearSzenarium()->Void updateSzenFile()->Void updateSzenFile()
